Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
12,"L Zandarashvili, A Esadze, CA Kemme, A Chattopadhyay, D Nguyen, ...","Residence times of molecular complexes in solution from NMR data of intermolecular hydrogen-bond scalar coupling",2016,"The journal of physical chemistry letters","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16084737183740104509",1,"2019-10-07","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UPGR9k4AAAAJ&pagesize=100&citation_for_view=UPGR9k4AAAAJ:u5HHmVD_uO8C",7,5,820,824,12,4.00,2,6,3
11,"D Pinkaew, A Chattopadhyay, MD King, P Chunhacha, Z Liu, ...","Fortilin binds IRE1α and prevents ER stress from signaling apoptotic cell death",2017,"Nature communications","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11194145139110669788",2,"2019-10-07","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UPGR9k4AAAAJ&pagesize=100&citation_for_view=UPGR9k4AAAAJ:UeHWp8X0CEIC",8,1,18,18,11,5.50,2,6,2
11,"A Chattopadhyay, D Pinkaew, HQ Doan, RB Jacob, SK Verma, ...","Fortilin potentiates the peroxidase activity of Peroxiredoxin-1 and protects against alcohol-induced liver damage in mice",2016,"Scientific reports","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9113720359027966227",3,"2019-10-07","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UPGR9k4AAAAJ&pagesize=100&citation_for_view=UPGR9k4AAAAJ:2osOgNQ5qMEC",6,,18701,18701,11,3.67,2,6,3
10,"CA Kemme, D Nguyen, A Chattopadhyay, J Iwahara","Regulation of transcription factors via natural decoys in genomic DNA",2016,"Transcription","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=242024734529548531",4,"2019-10-07","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UPGR9k4AAAAJ&pagesize=100&citation_for_view=UPGR9k4AAAAJ:u-x6o8ySG0sC",7,4,115,120,10,3.33,3,4,3
7,"A Chattopadhyay, A Esadze, S Roy, J Iwahara","NMR scalar couplings across intermolecular hydrogen bonds between zinc-finger histidine side chains and DNA phosphate groups",2016,"The Journal of Physical Chemistry B","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=947058367978255893",5,"2019-10-07","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UPGR9k4AAAAJ&pagesize=100&citation_for_view=UPGR9k4AAAAJ:d1gkVwhDpl0C",120,41,10679,10685,7,2.33,2,4,3
5,"A Chattopadhyay, L Zandarashvili, RH Luu, J Iwahara","Thermodynamic additivity for impacts of base-pair substitutions on association of the Egr-1 zinc-finger protein with DNA",2016,"Biochemistry","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7131753630348327019",6,"2019-10-07","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UPGR9k4AAAAJ&pagesize=100&citation_for_view=UPGR9k4AAAAJ:9yKSN-GCB0IC",55,47,6467,6474,5,1.67,1,4,3
