Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
698,"CE Lindsell, CJ Shawber, J Boulter, G Weinmaster","Jagged: a mammalian ligand that activates Notch1",1995,"Cell","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2459682529385584626",1,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=iqQbLgsAAAAJ&pagesize=100&citation_for_view=iqQbLgsAAAAJ:LkGwnXOMwfcC",80,6,909,917,698,29.08,175,4,24
510,"JM Butler, DJ Nolan, EL Vertes, B Varnum-Finney, H Kobayashi, ...","Endothelial cells are essential for the self-renewal and repopulation of Notch-dependent hematopoietic stem cells",2010,"Cell stem cell","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6067093482823581674",2,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=iqQbLgsAAAAJ&pagesize=100&citation_for_view=iqQbLgsAAAAJ:mVmsd5A6BfQC",6,3,251,264,510,56.67,85,6,9
444,"R Jiang, Y Lan, HD Chapman, C Shawber, CR Norton, DV Serreze, ...","Defects in limb, craniofacial, and thymic development in Jagged2 mutant mice",1998,"Genes & development","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10278141993934139305",3,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=iqQbLgsAAAAJ&pagesize=100&citation_for_view=iqQbLgsAAAAJ:bEWYMUwI8FkC",12,7,1046,1057,444,21.14,63,7,21
399,"C Shawber, D Nofziger, JJ Hsieh, C Lindsell, O Bogler, D Hayward, ...","Notch signaling inhibits muscle cell differentiation through a CBF1-independent pathway",1996,"Development","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13038500181846745688",4,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=iqQbLgsAAAAJ&pagesize=100&citation_for_view=iqQbLgsAAAAJ:J_g5lzvAfSwC",122,12,3765,3773,399,17.35,57,7,23
292,"M Quante, G Bhagat, JA Abrams, F Marache, P Good, MD Lee, Y Lee, ...","Bile acid and inflammation activate gastric cardia stem cells in a mouse model of Barrett-like metaplasia",2012,"Cancer cell","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5574676714309631061",5,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=iqQbLgsAAAAJ&pagesize=100&citation_for_view=iqQbLgsAAAAJ:4TOpqqG69KYC",21,1,36,51,292,41.71,37,8,7
254,"C Shawber, J Boulter, CE Lindsell, G Weinmaster","Jagged2: a serrate-like gene expressed during rat embryogenesis",1996,"Developmental biology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15185632295800363277",6,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=iqQbLgsAAAAJ&pagesize=100&citation_for_view=iqQbLgsAAAAJ:zA6iFVUQeVQC",180,1,370,376,254,11.04,64,4,23
240,"T Kitamura, YI Kitamura, Y Funahashi, CJ Shawber, DH Castrillon, ...","A Foxo/Notch pathway controls myogenic differentiation and fiber type specification",2007,"The Journal of clinical investigation","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5967010273125048807",7,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=iqQbLgsAAAAJ&pagesize=100&citation_for_view=iqQbLgsAAAAJ:Wp0gIr-vW9MC",117,9,2477,2485,240,20.00,40,6,12
237,"TNH Masckauchán, CJ Shawber, Y Funahashi, CM Li, J Kitajewski","Wnt/β-catenin signaling induces proliferation, survival and interleukin-8 in human endothelial cells",2005,"Angiogenesis","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9490131283286080267",8,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=iqQbLgsAAAAJ&pagesize=100&citation_for_view=iqQbLgsAAAAJ:e5wmG9Sq2KIC",8,1,43,51,237,16.93,47,5,14
219,"CJ Shawber, J Kitajewski","Notch function in the vasculature: insights from zebrafish, mouse and man",2004,"Bioessays","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11619846894435809986",9,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=iqQbLgsAAAAJ&pagesize=100&citation_for_view=iqQbLgsAAAAJ:YFjsv_pBGBYC",26,3,225,234,219,14.60,110,2,15
155,"Y Funahashi, SL Hernandez, I Das, A Ahn, J Huang, M Vorontchikhina, ...","A notch1 ectodomain construct inhibits endothelial notch signaling, tumor growth, and angiogenesis",2008,"Cancer research","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12583100056042813132",10,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=iqQbLgsAAAAJ&pagesize=100&citation_for_view=iqQbLgsAAAAJ:NaGl4SEjCO4C",68,12,4727,4735,155,14.09,22,7,11
152,"CJ Shawber, Y Funahashi, E Francisco, M Vorontchikhina, Y Kitamura, ...","Notch alters VEGF responsiveness in human and murine endothelial cells by direct regulation of VEGFR-3 expression",2007,"The Journal of clinical investigation","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15086393576052619169",11,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=iqQbLgsAAAAJ&pagesize=100&citation_for_view=iqQbLgsAAAAJ:rO6llkc54NcC",117,11,3369,3382,152,12.67,25,6,12
122,"UB Pajvani, CJ Shawber, VT Samuel, AL Birkenfeld, GI Shulman, ...","Inhibition of Notch signaling ameliorates insulin resistance in a FoxO1-dependent manner",2011,"Nature medicine","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14633196028957272786",12,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=iqQbLgsAAAAJ&pagesize=100&citation_for_view=iqQbLgsAAAAJ:ZHo1McVdvXMC",17,8,961,961,122,15.25,20,6,8
116,"CJ Shawber, I Das, E Francisco, JAN Kitajewski","Notch signaling in primary endothelial cells",2003,"Annals of the New York Academy of Sciences","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14592300248610513845",13,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=iqQbLgsAAAAJ&pagesize=100&citation_for_view=iqQbLgsAAAAJ:SeFeTyx0c_EC",995,1,162,170,116,7.25,29,4,16
91,"D Nichol, C Shawber, MJ Fitch, K Bambino, A Sharma, J Kitajewski, ...","Impaired angiogenesis and altered Notch signaling in mice overexpressing endothelial Egfl7",2010,"Blood","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2246078088385469547",14,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=iqQbLgsAAAAJ&pagesize=100&citation_for_view=iqQbLgsAAAAJ:eQOLeE2rZwMC",116,26,6133,6143,91,10.11,13,7,9
84,"T Kangsamaksin, A Murtomaki, NM Kofler, H Cuervo, RA Chaudhri, ...","NOTCH decoys that selectively block DLL/NOTCH or JAG/NOTCH disrupt angiogenesis by unique mechanisms to inhibit tumor growth",2015,"Cancer discovery","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3506776334709768233",15,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=iqQbLgsAAAAJ&pagesize=100&citation_for_view=iqQbLgsAAAAJ:5nxA0vEk-isC",5,2,182,197,84,21.00,14,6,4
84,"NM Kofler, CJ Shawber, T Kangsamaksin, HO Reed, J Galatioto, ...","Notch signaling in developmental and tumor angiogenesis",2011,"Genes & cancer","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2058068460522082175",16,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=iqQbLgsAAAAJ&pagesize=100&citation_for_view=iqQbLgsAAAAJ:W7OEmFMy1HYC",2,12,1106,1116,84,10.50,14,6,8
81,"A Wong, KL Hardy, AM Kitajewski, CJ Shawber, JK Kitajewski, JK Wu","Propranolol accelerates adipogenesis in hemangioma stem cells and causes apoptosis of hemangioma endothelial cells",2012,"Plastic and reconstructive surgery","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17629889677641507274",17,"2019-05-16","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=iqQbLgsAAAAJ&pagesize=100&citation_for_view=iqQbLgsAAAAJ:EUQCXRtRnyEC",130,5,1012,1012,81,11.57,14,6,7
