Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
222,"H Van Remmen, MD Williams, Z Guo…","Knockout mice heterozygous for Sod2 show alterations in cardiac mitochondrial function and apoptosis",2001,"American Journal of …","physiology.org","https://www.physiology.org/doi/abs/10.1152/ajpheart.2001.281.3.h1422","https://scholar.google.com/scholar?cites=17219891094754278857&as_sdt=800005&sciodt=0,15&hl=en",1,"2019-06-27","","","","",,,,,222,12.33,56,4,18
185,"ML Hamilton, ZM Guo, CD Fuller…","A reliable assessment of 8-oxo-2-deoxyguanosine levels in nuclear and mitochondrial DNA using the sodium iodide method to isolate DNA",2001,"Nucleic acids …","academic.oup.com","https://academic.oup.com/nar/article-abstract/29/10/2117/2383899","https://scholar.google.com/scholar?cites=17517927978844289243&as_sdt=800005&sciodt=0,15&hl=en",2,"2019-06-27","","","","",,,,,185,10.28,46,4,18
119,"ZM Guo, F Mitchell-Raymundo, H Yang, Y Ikeno…","Dietary restriction reduces atherosclerosis and oxidative stress in the aorta of apolipoprotein E-deficient mice",2002,"Mechanisms of ageing …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0047637402000088","https://scholar.google.com/scholar?cites=382042944805171962&as_sdt=800005&sciodt=0,15&hl=en",3,"2019-06-27","HTML","","","",,,,,119,7.00,24,5,17
115,"DC Cabelof, S Yanamadala, JJ Raffoul, ZM Guo…","Caloric restriction promotes genomic stability by induction of base excision repair and reversal of its age-related decline",2003,"DNA repair","Elsevier","https://www.sciencedirect.com/science/article/pii/S1568786402002197","https://scholar.google.com/scholar?cites=13250732936730623987&as_sdt=800005&sciodt=0,15&hl=en",4,"2019-06-27","HTML","","","",,,,,115,7.19,23,5,16
110,"DC Cabelof, ZM Guo, JJ Raffoul, RW Sobol, SH Wilson…","Base excision repair deficiency caused by polymerase β haploinsufficiency: accelerated DNA damage and increased mutational response to carcinogens",2003,"Cancer Research","AACR","http://cancerres.aacrjournals.org/content/63/18/5799.short","https://scholar.google.com/scholar?cites=8123136314540089230&as_sdt=800005&sciodt=0,15&hl=en",5,"2019-06-27","","","","",,,,,110,6.88,18,6,16
108,"ZM Guo, H Van Remmen, H Yang…","Changes in Expression of Antioxidant Enzymes Affect Cell-Mediated LDL Oxidation and Oxidized LDL–Induced Apoptosis in Mouse Aortic Cells",2001,"… , and vascular biology","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/hq0701.092092","https://scholar.google.com/scholar?cites=13420375459510401913&as_sdt=800005&sciodt=0,15&hl=en",6,"2019-06-27","","","","",,,,,108,6.00,27,4,18
102,"DC Cabelof, JJ Raffoul, S Yanamadala, C Ganir…","Attenuation of DNA polymerase β-dependent base excision repair and increased DMS-induced mutagenicity in aged mice",2002,"Mutation Research …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0027510702000039","https://scholar.google.com/scholar?cites=2808272404754434599&as_sdt=800005&sciodt=0,15&hl=en",7,"2019-06-27","HTML","","","",,,,,102,6.00,20,5,17
93,"DC Cabelof, JJ Raffoul, S Yanamadala, ZM Guo…","Induction of DNA polymerase β-dependent base excision repair in response to oxidative stress in vivo",2002,"…","academic.oup.com","https://academic.oup.com/carcin/article-abstract/23/9/1419/2608271","https://scholar.google.com/scholar?cites=4404587598802856450&as_sdt=800005&sciodt=0,15&hl=en",8,"2019-06-27","","","","",,,,,93,5.47,19,5,17
79,"ZM Guo, H Yang, ML Hamilton, H VanRemmen…","Effects of age and food restriction on oxidative DNA damage and antioxidant enzyme activities in the mouse aorta",2001,"Mechanisms of ageing …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0047637401002986","https://scholar.google.com/scholar?cites=17077793185990448291&as_sdt=800005&sciodt=0,15&hl=en",9,"2019-06-27","HTML","","","",,,,,79,4.39,16,5,18
76,"QS Wang, YM Zheng, L Dong, YS Ho, Z Guo…","Role of mitochondrial reactive oxygen species in hypoxia-dependent increase in intracellular calcium in pulmonary artery myocytes",2007,"Free Radical Biology …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0891584906008045","https://scholar.google.com/scholar?cites=11817148390926900574&as_sdt=800005&sciodt=0,15&hl=en",10,"2019-06-27","HTML","","","",,,,,76,6.33,13,6,12
74,"ZM Guo, A Heydari, A Richardson","Nucleotide excision repair of actively transcribed versus nontranscribed DNA in rat hepatocytes: effect of age and dietary restriction",1998,"Experimental cell research","Elsevier","https://www.sciencedirect.com/science/article/pii/S0014482798942690","https://scholar.google.com/scholar?cites=15533607385609314906&as_sdt=800005&sciodt=0,15&hl=en",11,"2019-06-27","","","","",,,,,74,3.52,25,3,21
62,"ZM Guo, Q Ran, LJ Roberts II, L Zhou…","Suppression of atherogenesis by overexpression of glutathione peroxidase-4 in apolipoprotein E-deficient mice",2008,"Free Radical Biology …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0891584907006193","https://scholar.google.com/scholar?cites=5748145819797916217&as_sdt=800005&sciodt=0,15&hl=en",12,"2019-06-27","HTML","","","",,,,,62,5.64,12,5,11
57,"LC Zhou, W Xiang, J Potts, M Floyd, C Sharan…","Reduction in extracellular superoxide dismutase activity in African-American patients with hypertension",2006,"Free Radical Biology …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0891584906004874","https://scholar.google.com/scholar?cites=8723102265570443322&as_sdt=800005&sciodt=0,15&hl=en",13,"2019-06-27","HTML","","","",,,,,57,4.38,10,6,13
49,"MJ Shi, H Yang, ED Motley…","Overexpression of Cu/Zn-superoxide dismutase and/or catalase in mice inhibits aorta smooth muscle cell proliferation",2004,"American journal of …","academic.oup.com","https://academic.oup.com/ajh/article-abstract/17/5/450/92652","https://scholar.google.com/scholar?cites=13347988022401130918&as_sdt=800005&sciodt=0,15&hl=en",14,"2019-06-27","","","","",,,,,49,3.27,12,4,15
47,"H Yang, LC Zhou, Z Wang, LJ Roberts II, X Lin, Y Zhao…","Overexpression of antioxidant enzymes in ApoE-deficient mice suppresses benzo (a) pyrene-accelerated atherosclerosis",2009,"Atherosclerosis","Elsevier","https://www.sciencedirect.com/science/article/pii/S002191500900269X","https://scholar.google.com/scholar?cites=4304817782517438372&as_sdt=800005&sciodt=0,15&hl=en",15,"2019-06-27","HTML","","","",,,,,47,4.70,7,7,10
48,"OE Onumah, GE Jules, Y Zhao, LC Zhou…","Overexpression of catalase delays G0/G1-to S-phase transition during cell cycle progression in mouse aortic endothelial cells",2009,"Free Radical Biology …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0891584909001786","https://scholar.google.com/scholar?cites=15900764798088647811&as_sdt=800005&sciodt=0,15&hl=en",16,"2019-06-27","HTML","","","",,,,,48,4.80,10,5,10
48,"DF Wu, H Yang, W Xiang, LC Zhou, MJ Shi…","Heterozygous mutation of ataxia-telangiectasia mutated gene aggravates hypercholesterolemia in apoE-deficient mice",2005,"Journal of lipid …","ASBMB","http://www.jlr.org/content/46/7/1380.short","https://scholar.google.com/scholar?cites=3712309664312514817&as_sdt=800005&sciodt=0,15&hl=en",17,"2019-06-27","","","","",,,,,48,3.43,8,6,14
43,"M Uddin, H Yang, MJ Shi, M Polley-Mandal…","Elevation of oxidative stress in the aorta of genetically hypertensive mice",2003,"Mechanisms of ageing …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0047637403001350","https://scholar.google.com/scholar?cites=530705563415633437&as_sdt=800005&sciodt=0,15&hl=en",18,"2019-06-27","HTML","","","",,,,,43,2.69,9,5,16
39,"H Yang, MJ Shi, H VanRemmen…","Reduction of pressor response to vasoconstrictor agents by overexpression of catalase in mice",2003,"American journal of …","academic.oup.com","https://academic.oup.com/ajh/article-abstract/16/1/1/111051","https://scholar.google.com/scholar?cites=4005253832471443248&as_sdt=800005&sciodt=0,15&hl=en",19,"2019-06-27","","","","",,,,,39,2.44,10,4,16
40,"A Ramesh, AE Archibong, DB Hood…","Global environmental distribution and human health effects of polycyclic aromatic hydrocarbons",2011,"… trends of persistent …","researchgate.net","https://www.researchgate.net/profile/Zhongmao_Guo/publication/230627663_Global_Environmental_Distribution_and_Human_Health_Effects_of_Polycyclic_Aromatic_Hydrocarbons/links/57f7b1c108ae886b89835d5d.pdf","https://scholar.google.com/scholar?cites=2608670751943634480&as_sdt=800005&sciodt=0,15&hl=en",20,"2019-06-27","PDF","","","",,,,,40,5.00,10,4,8
36,"JJ Raffoul, Z Guo, A Soofi, AR Heydari","Caloric restriction and genomic stability.",1999,"The journal of nutrition …","europepmc.org","https://europepmc.org/abstract/med/10885805","https://scholar.google.com/scholar?cites=12408205549291196501&as_sdt=800005&sciodt=0,15&hl=en",21,"2019-06-27","","","","",,,,,36,1.80,9,4,20
33,"H Yang, MJ Shi, A Richardson, J Vijg…","Attenuation of leukocyte-endothelium interaction by antioxidant enzymes",2003,"Free Radical Biology and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0891584903002776","https://scholar.google.com/scholar?cites=11391237980518132771&as_sdt=800005&sciodt=0,15&hl=en",22,"2019-06-27","HTML","","","",,,,,33,2.06,7,5,16
30,"X Chen, Y Zhao, Z Guo, L Zhou, EU Okoro…","Transcriptional regulation of ATP-binding cassette transporter A1 expression by a novel signaling pathway",2011,"Journal of Biological …","ASBMB","http://www.jbc.org/content/286/11/8917.short","https://scholar.google.com/scholar?cites=12048110992123162856&as_sdt=800005&sciodt=0,15&hl=en",23,"2019-06-27","","","","",,,,,30,3.75,5,6,8
30,"Z Wang, H Yang, A Ramesh, LJ Roberts II…","Overexpression of Cu/Zn-superoxide dismutase and/or catalase accelerates benzo (a) pyrene detoxification by upregulation of the aryl hydrocarbon receptor …",2009,"Free Radical Biology …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0891584909004705","https://scholar.google.com/scholar?cites=18137370328108426487&as_sdt=800005&sciodt=0,15&hl=en",24,"2019-06-27","HTML","","","",,,,,30,3.00,6,5,10
31,"DF Wu, C Sharan, H Yang, JS Goodwin, L Zhou…","Apolipoprotein E-deficient lipoproteins induce foam cell formation by downregulation of lysosomal hydrolases in macrophages",2007,"Journal of lipid …","ASBMB","http://www.jlr.org/content/48/12/2571.short","https://scholar.google.com/scholar?cites=1333600328661941335&as_sdt=800005&sciodt=0,15&hl=en",25,"2019-06-27","","","","",,,,,31,2.58,5,6,12
29,"X Chen, Z Guo, EU Okoro, H Zhang, LC Zhou…","Up-regulation of ATP binding cassette transporter A1 expression by very low density lipoprotein receptor and apolipoprotein E receptor 2",2012,"Journal of Biological …","ASBMB","http://www.jbc.org/content/287/6/3751.short","https://scholar.google.com/scholar?cites=409245574512483862&as_sdt=800005&sciodt=0,15&hl=en",26,"2019-06-27","","","","",,,,,29,4.14,5,6,7
29,"H Van Remmen, Z Guo…","The Anti‐Ageing Action of Dietary Restriction",2001,"… Vulnerability: Causes and …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/0470868694.ch18","https://scholar.google.com/scholar?cites=12951053946676703294&as_sdt=800005&sciodt=0,15&hl=en",27,"2019-06-27","","","","",,,,,29,1.61,10,3,18
28,"H Yang, MJ Shi, J Story, A Richardson…","Food restriction attenuates age-related increase in the sensitivity of endothelial cells to oxidized lipids",2004,"The Journals of …","academic.oup.com","https://academic.oup.com/biomedgerontology/article-abstract/59/4/B316/637748","https://scholar.google.com/scholar?cites=16084454307759776025&as_sdt=800005&sciodt=0,15&hl=en",28,"2019-06-27","","","","",,,,,28,1.87,6,5,15
27,"X Lin, H Yang, LC Zhou, ZM Guo","Nrf2-dependent induction of NQO1 in mouse aortic endothelial cells overexpressing catalase",2011,"Free Radical Biology and Medicine","Elsevier","https://www.sciencedirect.com/science/article/pii/S0891584911002462","https://scholar.google.com/scholar?cites=17253207653791466896&as_sdt=800005&sciodt=0,15&hl=en",29,"2019-06-27","HTML","","","",,,,,27,3.38,7,4,8
25,"LC Zhou, MJ Shi, ZM Guo, W Brisbon, R Hoover…","Different cytotoxic injuries induced by lysophosphatidylcholine and 7-ketocholesterol in mouse endothelial cells",2006,"Endothelium","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/10623320600780926","https://scholar.google.com/scholar?cites=15577379892158313383&as_sdt=800005&sciodt=0,15&hl=en",30,"2019-06-27","","","","",,,,,25,1.92,4,6,13
21,"Y Zhao, X Chen, H Yang, L Zhou, EU Okoro, Z Guo","A novel function of apolipoprotein E: upregulation of ATP-binding cassette transporter A1 expression",2011,"PLoS One","journals.plos.org","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0021453","https://scholar.google.com/scholar?cites=5300640792288994967&as_sdt=800005&sciodt=0,15&hl=en",31,"2019-06-27","HTML","","","",,,,,21,2.63,4,6,8
20,"X Lin, H Yang, H Zhang, LC Zhou, ZM Guo","A novel transcription mechanism activated by ethanol induction of Slc7a11 gene expression via inhibition of the DNA-binding activity of transcriptional repressor …",2013,"Journal of Biological Chemistry","ASBMB","http://www.jbc.org/content/288/21/14815.short","https://scholar.google.com/scholar?cites=6462822676141538976&as_sdt=800005&sciodt=0,15&hl=en",32,"2019-06-27","","","","",,,,,20,3.33,4,5,6
16,"T Tang, X Lin, H Yang, LC Zhou, Z Wang…","Overexpression of antioxidant enzymes upregulates aryl hydrocarbon receptor expression via increased Sp1 DNA-binding activity",2010,"Free Radical Biology …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0891584910002984","https://scholar.google.com/scholar?cites=16612523239735510243&as_sdt=800005&sciodt=0,15&hl=en",33,"2019-06-27","HTML","","","",,,,,16,1.78,3,6,9
14,"EU Okoro, Y Zhao, ZM Guo, L Zhou, X Lin, H Yang","Apolipoprotein E4 is deficient in inducing macrophage ABCA1 expression and stimulating the Sp1 signaling pathway",2012,"PloS one","journals.plos.org","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0044430","https://scholar.google.com/scholar?cites=14722633467253523909&as_sdt=800005&sciodt=0,15&hl=en",34,"2019-06-27","HTML","","","",,,,,14,2.00,2,6,7
12,"YF Zhao, ZM Guo, XH Lin, LC Zhou…","Apolipoprotein E-deficient lipoproteins induce foam cell formation by activation of PERK-EIF-2α signaling cascade",2010,"Journal of bioanalysis …","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3086298/","https://scholar.google.com/scholar?cites=8587180439380235429&as_sdt=800005&sciodt=0,15&hl=en",35,"2019-06-27","HTML","","","",,,,,12,1.33,2,5,9
