Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
177,"…, S Greytak, K Woulfe, CM Trivedi…","Deletion of GSK-3β in mice leads to hypertrophic cardiomyopathy secondary to cardiomyoblast hyperproliferation",2008,"The Journal of …","Am Soc Clin Investig","https://www.jci.org/articles/view/36245","https://scholar.google.com/scholar?cites=4481636523360950643&as_sdt=800005&sciodt=0,15&hl=en",1,"2019-06-10","HTML","","","",,,,,177,16.09,35,5,11
59,"N Singh, CM Trivedi, MM Lu, SE Mullican…","Histone deacetylase 3 regulates smooth muscle differentiation in neural crest cells and development of the cardiac outflow tract",2011,"Circulation …","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/CIRCRESAHA.111.255067","https://scholar.google.com/scholar?cites=3196042506876129939&as_sdt=800005&sciodt=0,15&hl=en",2,"2019-06-10","","","","",,,,,59,7.38,12,5,8
25,"…, Z Sun, MA Lazar, CM Trivedi","Histone deacetylase 3 modulates Tbx5 activity to regulate early cardiogenesis",2014,"Human molecular …","academic.oup.com","https://academic.oup.com/hmg/article-abstract/23/14/3801/558591","https://scholar.google.com/scholar?cites=7110694261628609831&as_sdt=800005&sciodt=0,15&hl=en",3,"2019-06-10","","","","",,,,,25,5.00,6,4,5
0,"HP Janardhan, CM Trivedi","Establishment and maintenance of blood–lymph separation",2019,"Cellular and Molecular Life Sciences","Springer","https://link.springer.com/article/10.1007/s00018-019-03042-3","",4,"2019-06-10","HTML","","","",,,,,0,0.00,0,2,1
7,"…, ND Lawson, JF Keaney, CM Trivedi","Hdac3 regulates lymphovenous and lymphatic valve formation",2017,"The Journal of …","Am Soc Clin Investig","https://www.jci.org/articles/view/92852","https://scholar.google.com/scholar?cites=14801148158244249182&as_sdt=800005&sciodt=0,15&hl=en",5,"2019-06-10","HTML","","","",,,,,7,3.50,2,4,2
3,"ZJ Milstone, G Lawson, CM Trivedi","Histone deacetylase 1 and 2 are essential for murine neural crest proliferation, pharyngeal arch development, and craniofacial morphogenesis",2017,"Developmental Dynamics","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/dvdy.24563","https://scholar.google.com/scholar?cites=850536632895688635&as_sdt=800005&sciodt=0,15&hl=en",6,"2019-06-10","","","","",,,,,3,1.50,1,3,2
4,"…, SE Lim, HP Janardhan, CM Trivedi…","RIP kinase 1–dependent endothelial necroptosis underlies systemic inflammatory response syndrome",2018,"The Journal of …","Am Soc Clin Investig","https://www.jci.org/articles/view/96147","https://scholar.google.com/scholar?cites=4173676108123037677&as_sdt=800005&sciodt=0,15&hl=en",7,"2019-06-10","HTML","","","",,,,,4,4.00,1,5,1
0,"SL Lewandowski, HP Janardhan, CM Trivedi","Histone deacetylase 3 coordinates deacetylase-independent epigenetic silencing of TGFβ1 to orchestrate second heart field development",2015,"Journal of Biological …","ASBMB","http://www.jbc.org/content/early/2015/09/29/jbc.M115.684753.short","",8,"2019-06-10","","","","",,,,,0,0.00,0,3,4
0,"…, KM Smee, M Bachman, Z Sun, MA Lazar, CM Trivedi","HMG Advance Access published February 23, 2014",2014,"","researchgate.net","https://www.researchgate.net/profile/Chinmay_Trivedi/publication/260378031_Histone_Deacetylase_3_Modulates_Tbx5_Activity_to_Regulate_Early_Cardiogenesis/links/56b26a2508ae5ec4ed4b4383.pdf","",9,"2019-06-10","PDF","","","",,,,,0,0.00,0,6,5
0,"…, L Bourke, Y Yoon, JA Rivera-Pérez, CM Trivedi…","TIP55, a splice isoform of the KAT5 acetyltransferase, is essential for developmental gene regulation and organogenesis",2018,"Scientific reports","nature.com","https://www.nature.com/articles/s41598-018-33213-4","",10,"2019-06-10","HTML","","","",,,,,0,0.00,0,6,1
106,"…, LJ Manderfield, M Gupta, D Li, L Li, CM Trivedi…","Plasticity of Hopx+ type I alveolar cells to regenerate type II cells in the lung",2015,"Nature …","nature.com","https://www.nature.com/articles/ncomms7727","https://scholar.google.com/scholar?cites=7193126162829673543&as_sdt=800005&sciodt=0,15&hl=en",11,"2019-06-10","HTML","","","",,,,,106,26.50,15,7,4
2,"CM Trivedi, Y Luo, Z Yin, M Zhang, W Zhu, T Wang…","Hdac2 regulates the cardiac hypertrophic response by modulating G sk 3 b activity-http://academic. research. microsoft. com",,"Paper/10231759. aspx","","","https://scholar.google.com/scholar?cites=10924125953224032047&as_sdt=800005&sciodt=0,15&hl=en",12,"2019-06-10","CITATION","","","",,,,,2,0.00,0,7,
26,"SL Lewandowski, HP Janardhan, CM Trivedi","Histone deacetylase 3 coordinates deacetylase-independent epigenetic silencing of transforming growth factor-β1 (TGF-β1) to orchestrate second heart field …",2015,"Journal of Biological …","ASBMB","http://www.jbc.org/content/290/45/27067.short","https://scholar.google.com/scholar?cites=3652190514216075569&as_sdt=800005&sciodt=0,15&hl=en",13,"2019-06-10","","","","",,,,,26,6.50,9,3,4
410,"CM Trivedi, Y Luo, Z Yin, M Zhang, W Zhu, T Wang…","Hdac2 regulates the cardiac hypertrophic response by modulating Gsk3β activity",2007,"Nature medicine","nature.com","https://www.nature.com/articles/nm1552","https://scholar.google.com/scholar?cites=8090253199923596919&as_sdt=800005&sciodt=0,15&hl=en",14,"2019-06-10","","","","",,,,,410,34.17,59,7,12
