Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
3218,"S Lamouille, J Xu, R Derynck","Molecular mechanisms of epithelial–mesenchymal transition",2014,"Nature reviews. Molecular cell biology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2544124302981439147",1,"2019-05-17","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rnMelMgAAAAJ&pagesize=100&citation_for_view=rnMelMgAAAAJ:u-x6o8ySG0sC",15,3,178,178,3218,643.60,1073,3,5
1671,"J Xu, S Lamouille, R Derynck","TGF-β-induced epithelial to mesenchymal transition",2009,"Cell research","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11357162163628000816",2,"2019-05-17","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rnMelMgAAAAJ&pagesize=100&citation_for_view=rnMelMgAAAAJ:u5HHmVD_uO8C",19,2,156,156,1671,167.10,557,3,10
723,"BJ Wilkins, YS Dai, OF Bueno, SA Parsons, J Xu, DM Plank, F Jones, ...","Calcineurin/NFAT coupling participates in pathological, but not physiological, cardiac hypertrophy",2004,"Circulation research","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16788167702530937278",3,"2019-05-17","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rnMelMgAAAAJ&pagesize=100&citation_for_view=rnMelMgAAAAJ:9yKSN-GCB0IC",94,1,110,118,723,48.20,90,8,15
485,"T Kempf, M Eden, J Strelau, M Naguib, C Willenbockel, J Tongers, ...","The transforming growth factor-β superfamily member growth-differentiation factor-15 protects the heart from ischemia/reperfusion injury",2006,"Circulation Research","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16039738428830060331",4,"2019-05-17","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rnMelMgAAAAJ&pagesize=100&citation_for_view=rnMelMgAAAAJ:zYLM7Y9cAGgC",98,3,351,360,485,37.31,69,7,13
407,"J Xu, TR Kimball, JN Lorenz, DA Brown, AR Bauskin, R Klevitsky, ...","GDF15/MIC-1 functions as a protective and antihypertrophic factor released from the myocardium in association with SMAD protein activation",2006,"Circulation research","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9678041919256492840",5,"2019-05-17","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rnMelMgAAAAJ&pagesize=100&citation_for_view=rnMelMgAAAAJ:2osOgNQ5qMEC",98,3,342,350,407,31.31,58,7,13
369,"T Oka, J Xu, RA Kaiser, J Melendez, M Hambleton, MA Sargent, A Lorts, ...","Genetic manipulation of periostin expression reveals a role in cardiac hypertrophy and ventricular remodeling",2007,"Circulation research","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15147103092405674609",6,"2019-05-17","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rnMelMgAAAAJ&pagesize=100&citation_for_view=rnMelMgAAAAJ:qjMakFHDy7sC",101,3,313,321,369,30.75,46,8,12
200,"J Heineke, M Auger-Messier, J Xu, T Oka, MA Sargent, A York, R Klevitsky, ...","Cardiomyocyte GATA4 functions as a stress-responsive regulator of angiogenesis in the murine heart",2007,"The Journal of clinical investigation","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=761147351328279321",7,"2019-05-17","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rnMelMgAAAAJ&pagesize=100&citation_for_view=rnMelMgAAAAJ:Tyk-4Ss8FVUC",117,11,3198,3210,200,16.67,25,8,12
193,"J Xu, NL Gong, I Bodi, BJ Aronow, PH Backx, JD Molkentin","Myocyte enhancer factors 2A and 2C induce dilated cardiomyopathy in transgenic mice",2006,"Journal of Biological Chemistry","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13637586939850901190",8,"2019-05-17","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rnMelMgAAAAJ&pagesize=100&citation_for_view=rnMelMgAAAAJ:W7OEmFMy1HYC",281,14,9152,9162,193,14.85,32,6,13
191,"J Heineke, M Auger-Messier, J Xu, M Sargent, A York, S Welle, ...","Genetic deletion of myostatin from the heart prevents skeletal muscle atrophy in heart failure",2010,"Circulation","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7698413940593014269",9,"2019-05-17","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rnMelMgAAAAJ&pagesize=100&citation_for_view=rnMelMgAAAAJ:YsMSGLbcyi4C",121,3,419,419,191,21.22,27,7,9
179,"T Oka, J Xu, JD Molkentin","Re-employment of developmental transcription factors in adult heart disease",2007,"Seminars in cell & developmental biology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17904753806133613346",10,"2019-05-17","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rnMelMgAAAAJ&pagesize=100&citation_for_view=rnMelMgAAAAJ:Y0pCki6q_DkC",18,1,117,131,179,14.92,60,3,12
