Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
38,"SL Edwards, S Yu, CM Hoover, BC Phillips, JE Richmond, KG Miller","An organelle gatekeeper function for Caenorhabditis elegans UNC-16 (JIP3) at the axon initial segment",2013,"Genetics","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2051543278201307231",1,"2019-10-07","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=09djZNQAAAAJ&pagesize=100&citation_for_view=09djZNQAAAAJ:u5HHmVD_uO8C",194,1,143,161,38,6.33,6,6,6
27,"Y Li, J Fu, Y Ling, T Yago, JM McDaniel, J Song, X Bai, Y Kondo, Y Qin, ...","Sialylation on O-glycans protects platelets from clearance by liver Kupffer cells",2017,"Proceedings of the National Academy of Sciences","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6301635889421149684",2,"2019-10-07","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=09djZNQAAAAJ&pagesize=100&citation_for_view=09djZNQAAAAJ:9yKSN-GCB0IC",114,31,8360,8365,27,13.50,3,10,2
20,"R Mesa, S Luo, CM Hoover, K Miller, A Minniti, N Inestrosa, ML Nonet","HID-1, a new component of the peptidergic signaling pathway",2011,"Genetics","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17637585906062110738",3,"2019-10-07","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=09djZNQAAAAJ&pagesize=100&citation_for_view=09djZNQAAAAJ:Tyk-4Ss8FVUC",187,2,467,483,20,2.50,3,7,8
19,"CM Hoover, SL Edwards, S Yu, M Kittelmann, JE Richmond, S Eimer, ...","A novel CaM kinase II pathway controls the location of neuropeptide release from Caenorhabditis elegans motor neurons",2014,"Genetics","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11206246498724709436",4,"2019-10-07","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=09djZNQAAAAJ&pagesize=100&citation_for_view=09djZNQAAAAJ:UeHWp8X0CEIC",196,3,745,765,19,3.80,3,7,5
16,"SL Edwards, LM Morrison, RM Yorks, CM Hoover, S Boominathan, ...","UNC-16 (JIP3) acts through synapse-assembly proteins to inhibit the active transport of cell soma organelles to Caenorhabditis elegans motor neuron axons",2015,"Genetics","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6086536649753465408",5,"2019-10-07","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=09djZNQAAAAJ&pagesize=100&citation_for_view=09djZNQAAAAJ:d1gkVwhDpl0C",201,1,117,141,16,4.00,3,6,4
11,"SL Edwards, RM Yorks, LM Morrison, CM Hoover, KG Miller","Synapse-assembly proteins maintain synaptic vesicle cluster stability and regulate synaptic vesicle transport in Caenorhabditis elegans",2015,"Genetics","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7206224176756306299",6,"2019-10-07","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=09djZNQAAAAJ&pagesize=100&citation_for_view=09djZNQAAAAJ:2osOgNQ5qMEC",201,1,91,116,11,2.75,2,5,4
4,"Y Kondo, J Fu, H Wang, C Hoover, JM McDaniel, R Steet, D Patra, J Song, ...","Site-1 protease deficiency causes human skeletal dysplasia due to defective inter-organelle protein trafficking",2018,"JCI insight","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9788410088271808854",7,"2019-10-07","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=09djZNQAAAAJ&pagesize=100&citation_for_view=09djZNQAAAAJ:qjMakFHDy7sC",3,14,,,4,4.00,0,9,1
3,"Y Qin, L Zhao, X Wang, D Tong, C Hoover, F Wu, Y Liu, L Wang, L Liu, ...","MeCP2 regulated glycogenes contribute to proliferation and apoptosis of gastric cancer cells",2017,"Glycobiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14083343663361635928",8,"2019-10-07","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=09djZNQAAAAJ&pagesize=100&citation_for_view=09djZNQAAAAJ:IjCSPb-OGe4C",27,4,306,317,3,1.50,0,10,2
0,"Y Kondo, J Fu, H Wang, C Hoover, R Steet, KJ Wierenga, PM Gaffney, ...","Site-1 protease is essential for activation of ER stress response for skeletal development but indispensible for the for the mannose-6-phosphate modification of lysosomal enzymes",2018,"GLYCOBIOLOGY","","","",9,"2019-10-07","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=09djZNQAAAAJ&pagesize=100&citation_for_view=09djZNQAAAAJ:Y0pCki6q_DkC",28,12,1009,1010,0,0.00,0,8,1
0,"SL Edwards, S Yu, CM Hoover, BC Phillips, JE Richmond, KG Miller","GENETICS, Vol. 194, MAY 2013, Copyright© 2013",2013,"Genetics","","","",10,"2019-10-07","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=09djZNQAAAAJ&pagesize=100&citation_for_view=09djZNQAAAAJ:u-x6o8ySG0sC",194,,,,0,0.00,0,6,6
0,"R Mesa, S Luo, CM Hoover, K Miller, A Minniti, N Inestrosa, ML Nonet","This Month in Genetics Research",,"Am. J. Hum","Genet 88, 2,","","",11,"2019-10-07","","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=09djZNQAAAAJ&pagesize=100&citation_for_view=09djZNQAAAAJ:zYLM7Y9cAGgC",,,,,0,0.00,0,7,
