Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
1205,"K Börner, C Chen, KW Boyack","Visualizing knowledge domains",2003,"Annual review of information science and technology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8723831503398391690,5232471803549281559",1,"2019-05-17","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YirSp_cAAAAJ&pagesize=100&citation_for_view=YirSp_cAAAAJ:RGFaLdJalmkC",37,1,179,255,1205,75.31,402,3,16
809,"KW Boyack, R Klavans, K Börner","Mapping the backbone of science",2005,"Scientometrics","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=18240990895255060461",2,"2019-05-17","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YirSp_cAAAAJ&pagesize=100&citation_for_view=YirSp_cAAAAJ:NaGl4SEjCO4C",64,3,351,374,809,57.79,270,3,14
608,"MA Janssen, ML Schoon, W Ke, K Börner","Scholarly networks on resilience, vulnerability and adaptation within the human dimensions of global environmental change",2006,"Global environmental change","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17546423700522877133",3,"2019-05-17","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YirSp_cAAAAJ&pagesize=100&citation_for_view=YirSp_cAAAAJ:RYcK_YlVTxYC",16,3,240,252,608,46.77,152,4,13
449,"CS Wagner, JD Roessner, K Bobb, JT Klein, KW Boyack, J Keyton, ...","Approaches to understanding and measuring interdisciplinary scientific research (IDR): A review of the literature",2011,"Journal of informetrics","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9187786095757248282",4,"2019-05-17","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YirSp_cAAAAJ&pagesize=100&citation_for_view=YirSp_cAAAAJ:f2IySw72cVMC",5,1,14,26,449,56.13,64,7,8
334,"K Börner, S Sanyal, A Vespignani","Network science",2007,"Annual review of information science and technology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14426825103413101183",5,"2019-05-17","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YirSp_cAAAAJ&pagesize=100&citation_for_view=YirSp_cAAAAJ:ldfaerwXgEUC",41,1,537,607,334,27.83,111,3,12
319,"K Brner","Atlas of science: Visualizing what we know",2010,"","The MIT Press","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16133497468246964593,7599416368689954089",6,"2019-05-17","Book","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YirSp_cAAAAJ&pagesize=100&citation_for_view=YirSp_cAAAAJ:rO6llkc54NcC",,,,,319,35.44,319,1,9
319,"RM Shiffrin, K Börner","Mapping knowledge domains",2004,"Proceedings of the National Academy of Sciences 101 (suppl 1)","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12898937904199258444",7,"2019-05-17","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YirSp_cAAAAJ&pagesize=100&citation_for_view=YirSp_cAAAAJ:lSLTfruPkqcC",,,5183,5185,319,21.27,160,2,15
299,"K Börner, JT Maru, RL Goldstone","The simultaneous evolution of author and paper networks",2004,"Proceedings of the National Academy of Sciences 101 (suppl 1)","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1520667270730108963",8,"2019-05-17","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YirSp_cAAAAJ&pagesize=100&citation_for_view=YirSp_cAAAAJ:J_g5lzvAfSwC",,,5266,5273,299,19.93,100,3,15
246,"KK Mane, K Börner","Mapping topics and topic bursts in PNAS",2004,"Proceedings of the National Academy of Sciences 101 (suppl 1)","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6572422518268071105",9,"2019-05-17","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YirSp_cAAAAJ&pagesize=100&citation_for_view=YirSp_cAAAAJ:70eg2SAEIzsC",,,5287,5290,246,16.40,123,2,15
229,"T Holloway, M Bozicevic, K Börner","Analyzing and visualizing the semantic coverage of Wikipedia and its authors",2007,"Complexity","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8521168642569202750",10,"2019-05-17","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YirSp_cAAAAJ&pagesize=100&citation_for_view=YirSp_cAAAAJ:vV6vV6tmYwMC",12,3,30,40,229,19.08,76,3,12
227,"K Börner, L Dall'Asta, W Ke, A Vespignani","Studying the emerging global brain: Analyzing and visualizing the impact of co‐authorship teams",2005,"Complexity","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17540590950956765259",11,"2019-05-17","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YirSp_cAAAAJ&pagesize=100&citation_for_view=YirSp_cAAAAJ:35N4QoGY0k4C",10,4,57,67,227,16.21,57,4,14
218,"K Börner, N Contractor, HJ Falk-Krzesinski, SM Fiore, KL Hall, J Keyton, ...","A multi-level systems perspective for the science of team science",2010,"Science Translational Medicine 2 (49), 49cm24-49cm","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3623735372738242257",12,"2019-05-17","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YirSp_cAAAAJ&pagesize=100&citation_for_view=YirSp_cAAAAJ:u9iWguZQMMsC",24,,,,218,24.22,31,7,9
163,"KW Boyack, D Newman, RJ Duhon, R Klavans, M Patek, JR Biberstine, ...","Clustering more than two million biomedical publications: Comparing the accuracies of nine text-based similarity approaches",2011,"PloS one","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7685279831644229668",13,"2019-05-17","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YirSp_cAAAAJ&pagesize=100&citation_for_view=YirSp_cAAAAJ:geHnlv5EZngC",6,3,18029,,163,20.38,23,7,8
159,"B Mons, M Ashburner, C Chichester, E van Mulligen, M Weeber, ...","Calling on a million minds for community annotation in WikiProteins",2008,"Genome biology 9 (5), R","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11513044534850174820",14,"2019-05-17","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YirSp_cAAAAJ&pagesize=100&citation_for_view=YirSp_cAAAAJ:M3ejUd6NZC8C",89,,,,159,14.45,27,6,11
143,"K Börner, R Klavans, M Patek, AM Zoss, JR Biberstine, RP Light, ...","Design and update of a classification system: The UCSD map of science",2012,"PloS one","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5706670350889875725",15,"2019-05-17","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YirSp_cAAAAJ&pagesize=100&citation_for_view=YirSp_cAAAAJ:fEOibwPWpKIC",7,7,39464,,143,20.43,20,7,7
