Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
266,"GN Fredrikson, I Söderberg, M Lindholm…","Inhibition of atherosclerosis in apoE-null mice by immunization with apoB-100 peptide sequences",2003,"… , and vascular biology","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/01.ATV.0000067937.93716.DB","https://scholar.google.com/scholar?cites=17644481656857047604&as_sdt=800005&sciodt=0,15&hl=en",1,"2019-06-10","","","","",,,,,266,16.63,67,4,16
112,"S Oguchi, P Dimayuga, J Zhu, KY Chyu…","Monoclonal antibody against vascular cell adhesion molecule-1 inhibits neointimal formation after periadventitial carotid artery injury in genetically …",2000,"… , and vascular biology","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/01.ATV.20.7.1729","https://scholar.google.com/scholar?cites=6920849580820013169&as_sdt=800005&sciodt=0,15&hl=en",2,"2019-06-10","","","","",,,,,112,5.89,22,5,19
101,"A Niemann-Jönsson, P Dimayuga…","Accumulation of LDL in rat arteries is associated with activation of tumor necrosis factor-α expression",2000,"… , and vascular biology","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/atvb.20.10.2205","https://scholar.google.com/scholar?cites=10337565112878282117&as_sdt=800005&sciodt=0,15&hl=en",3,"2019-06-10","","","","",,,,,101,5.32,34,3,19
103,"GN Fredrikson, L Andersson, I Söderberg…","Atheroprotective immunization with MDA-modified apo B-100 peptide sequences is associated with activation of Th2 specific antibody expression",2005,"…","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/08916930500050525","https://scholar.google.com/scholar?cites=14900674776580949948&as_sdt=800005&sciodt=0,15&hl=en",4,"2019-06-10","","","","",,,,,103,7.36,26,4,14
54,"PK Shah, KY Chyu, PC Dimayuga…","Vaccine for atherosclerosis",2014,"Journal of the American …","onlinejacc.org","http://www.onlinejacc.org/content/64/25/2779.abstract","https://scholar.google.com/scholar?cites=7459446914293935502&as_sdt=800005&sciodt=0,15&hl=en",5,"2019-06-10","","","","",,,,,54,10.80,14,4,5
0,"X Zhao, KY Chyu, PC Dimayuga, J Zhou, J Yano…","Increased Cytolytic Activity By CD8+ T Cells From Apob-100 Related-Peptide Immunized Mice is Specific to Lipid-Associated Antigens",2011,"","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/circ.124.suppl_21.A11512","",6,"2019-06-10","","","","",,,,,0,0.00,0,6,8
0,"X Zhao, PC Dimayuga, J Yano, J Zhou…","Synthetic Soluble MHC-I/peptide Complexes Confirm Activation of Functional Antigen-specific CD8+ T cells by Immunization With apoB-100-derived Peptide p210 in …",2016,"… and Vascular Biology","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/atvb.36.suppl_1.350","",7,"2019-06-10","","","","",,,,,0,0.00,0,5,3
0,"X Zhao, KY Chyu, J Yano, PC Dimayuga, C Ferreira…","Vaccination for Atherosclerosis in apo E (−/−) Mice: Comparative Efficacy of Native Versus MDA-modified Apo B-100 Related Peptide Antigen and Subcutaneous …",2006,"","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/circ.114.suppl_18.II_287-b","",8,"2019-06-10","","","","",,,,,0,0.00,0,6,13
0,"PM Mihailovic, WM Lio, J Yano, X Zhao, J Zhou…","Immunization of ApoE (-/-) Mice With Self-antigen Cramp Peptide Results in Dose Dependent Differential Effects on Atherosclerosis",2017,"Circulation","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/circ.136.suppl_1.16969","",9,"2019-06-10","","","","",,,,,0,0.00,0,6,2
