Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
2390,"LV Wang, S Hu","Photoacoustic tomography: in vivo imaging from organelles to organs",2012,"Science","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13504367073166807145",1,"2019-10-04","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=tfQuPyEAAAAJ&pagesize=100&citation_for_view=tfQuPyEAAAAJ:dhFuZR0502QC",335,6075,1458,1462,2390,341.43,1195,2,7
623,"K Maslov, HF Zhang, S Hu, LV Wang","Optical-resolution photoacoustic microscopy for in vivo imaging of single capillaries",2008,"Optics letters","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7510047528902722489",2,"2019-10-04","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=tfQuPyEAAAAJ&pagesize=100&citation_for_view=tfQuPyEAAAAJ:u5HHmVD_uO8C",33,9,929,931,623,56.64,156,4,11
302,"S Hu, LV Wang","Photoacoustic imaging and characterization of the microvasculature",2010,"Journal of Biomedical Optics","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2549603074217628176",3,"2019-10-04","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=tfQuPyEAAAAJ&pagesize=100&citation_for_view=tfQuPyEAAAAJ:2osOgNQ5qMEC",15,,11101,11101,302,33.56,151,2,9
300,"S Hu, K Maslov, LV Wang","Second-generation optical-resolution photoacoustic microscopy with improved sensitivity and speed",2011,"Optics letters","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13514753167820518916",4,"2019-10-04","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=tfQuPyEAAAAJ&pagesize=100&citation_for_view=tfQuPyEAAAAJ:IjCSPb-OGe4C",36,7,1134,1136,300,37.50,100,3,8
150,"S Hu, K Maslov, V Tsytsarev, LV Wang","Functional transcranial brain imaging by optical-resolution photoacoustic microscopy",2009,"Journal of biomedical optics","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8934612079945547593",5,"2019-10-04","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=tfQuPyEAAAAJ&pagesize=100&citation_for_view=tfQuPyEAAAAJ:u-x6o8ySG0sC",14,,40503,40503,150,15.00,38,4,10
135,"S Oladipupo, S Hu, J Kovalski, J Yao, A Santeford, RE Sohn, R Shohet, ...","VEGF is essential for hypoxia-inducible factor-mediated neovascularization but dispensable for endothelial sprouting",2011,"Proceedings of the National Academy of Sciences","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16273583827319814765",6,"2019-10-04","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=tfQuPyEAAAAJ&pagesize=100&citation_for_view=tfQuPyEAAAAJ:4TOpqqG69KYC",108,32,13264,13269,135,16.88,17,8,8
122,"S Hu, B Rao, K Maslov, LV Wang","Label-free photoacoustic ophthalmic angiography",2010,"Optics letters","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1074074469287974092",7,"2019-10-04","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=tfQuPyEAAAAJ&pagesize=100&citation_for_view=tfQuPyEAAAAJ:9yKSN-GCB0IC",35,1,1,3,122,13.56,31,4,9
117,"S Hu, K Maslov, LV Wang","Noninvasive label-free imaging of microhemodynamics by optical-resolution photoacoustic microscopy",2009,"Optics express","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1427277962970422348",8,"2019-10-04","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=tfQuPyEAAAAJ&pagesize=100&citation_for_view=tfQuPyEAAAAJ:d1gkVwhDpl0C",17,9,7688,7693,117,11.70,39,3,10
114,"HW Wang, N Chai, P Wang, S Hu, W Dou, D Umulis, LV Wang, M Sturek, ...","Label-Free Bond-Selective Imaging by Listening to Vibrationally Excited Molecules",2011,"Physical Review Letters","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7566532511830649709",9,"2019-10-04","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=tfQuPyEAAAAJ&pagesize=100&citation_for_view=tfQuPyEAAAAJ:_kc_bZDykSQC",106,23,238106,238106,114,14.25,13,9,8
97,"J Song, F Wang, X Yang, B Ning, MG Harp, SH Culp, S Hu, P Huang, ...","Gold Nanoparticle Coated Carbon Nanotube Ring with Enhanced Raman Scattering and Photothermal Conversion Property for Theranostic Applications",2016,"Journal of the American Chemical Society","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8274241153446728121",10,"2019-10-04","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=tfQuPyEAAAAJ&pagesize=100&citation_for_view=tfQuPyEAAAAJ:IRz6iEL74y4C",138,22,7005,7015,97,32.33,11,9,3
