Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
207,"W Bi, CJ Drake, JJ Schwarz","The transcription factor MEF2C-null mouse exhibits complex vascular malformations and reduced cardiac expression of angiopoietin 1 and VEGF",1999,"Developmental biology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0012160699993077","https://scholar.google.com/scholar?cites=6669892321244747535&as_sdt=800005&sciodt=0,15&hl=en",1,"2019-06-17","","","","",,,,,207,10.35,69,3,20
41,"…, C Li, P Cserjesi, JJ Schwarz","MEF2C is required for the normal allocation of cells between the ventricular and sinoatrial precursors of the primary heart field",2006,"Developmental …","Wiley Online Library","https://stemcellsjournals.onlinelibrary.wiley.com/doi/pdf/10.1002/dvdy.20828","https://scholar.google.com/scholar?cites=10944085478411413028&as_sdt=800005&sciodt=0,15&hl=en",2,"2019-06-17","PDF","","","",,,,,41,3.15,10,4,13
112,"…, W Casscells, EN Olson, JJ Schwarz","Myocyte enhancer binding factor-2 expression and activity in vascular smooth muscle cells: association with the activated phenotype",1996,"Circulation …","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/01.RES.78.2.196","https://scholar.google.com/scholar?cites=8011206025610062630&as_sdt=800005&sciodt=0,15&hl=en",3,"2019-06-17","","","","",,,,,112,4.87,28,4,23
59,"DA Taylor, VB Kraus, JJ Schwarz…","E1A-mediated inhibition of myogenesis correlates with a direct physical interaction of E1A12S and basic helix-loop-helix proteins.",1993,"… and cellular biology","Am Soc Microbiol","https://mcb.asm.org/content/13/8/4714.short","https://scholar.google.com/scholar?cites=13341120328536353523&as_sdt=800005&sciodt=0,15&hl=en",4,"2019-06-17","","","","",,,,,59,2.27,15,4,26
72,"LH Vong, MJ Ragusa, JJ Schwarz","Generation of conditional Mef2cloxP/loxP mice for temporal‐ and tissue‐specific analyses",2005,"genesis","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/gene.20152","https://scholar.google.com/scholar?cites=16035249511680378326&as_sdt=800005&sciodt=0,15&hl=en",5,"2019-06-17","","","","",,,,,72,5.14,24,3,14
28,"…, GL Bond, G Bou-Gharios, JJ Schwarz…","MEF2 transcription factors are key regulators of sprouting angiogenesis",2016,"Genes & …","genesdev.cshlp.org","http://genesdev.cshlp.org/content/30/20/2297.short","https://scholar.google.com/scholar?cites=5062804159378804272&as_sdt=800005&sciodt=0,15&hl=en",6,"2019-06-17","","","","",,,,,28,9.33,6,5,3
257,"JF Martin, JJ Schwarz…","Myocyte enhancer factor (MEF) 2C: a tissue-restricted member of the MEF-2 family of transcription factors",1993,"Proceedings of the …","National Acad Sciences","https://www.pnas.org/content/90/11/5282.short","https://scholar.google.com/scholar?cites=6569253682968222619&as_sdt=800005&sciodt=0,15&hl=en",7,"2019-06-17","","","","",,,,,257,9.88,86,3,26
44,"…, G Hu, F Liu, X Wang, M Wu, JJ Schwarz…","Deletion of yes-associated protein (YAP) specifically in cardiac and vascular smooth muscle cells reveals a crucial role for YAP in mouse cardiovascular development",2014,"Circulation …","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/CIRCRESAHA.114.303411","https://scholar.google.com/scholar?cites=17012404608618117814&as_sdt=800005&sciodt=0,15&hl=en",8,"2019-06-17","","","","",,,,,44,8.80,6,7,5
18,"JJ Schwarz, PB Berget","Characterization of bacteriophage P22 tailspike mutant proteins with altered endorhamnosidase and capsid assembly activities.",1989,"Journal of Biological Chemistry","ASBMB","http://www.jbc.org/content/264/33/20112.short","https://scholar.google.com/scholar?cites=15228699515765880256&as_sdt=800005&sciodt=0,15&hl=en",9,"2019-06-17","","","","",,,,,18,0.60,9,2,30
6,"T Scott-Burden, DA Engler, CL Tock, JJ Schwarz…","Liposomal induction of NO synthase expression in cultured vascular smooth muscle cells",1997,"Biochemical and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0006291X97961945","https://scholar.google.com/scholar?cites=18313847101965810221&as_sdt=800005&sciodt=0,15&hl=en",10,"2019-06-17","","","","",,,,,6,0.27,1,5,22
177,"…, S Okamoto, AJ Roberts, JJ Schwarz…","Transcription factor MEF2C influences neural stem/progenitor cell differentiation and maturation in vivo",2008,"Proceedings of the …","National Acad Sciences","https://www.pnas.org/content/105/27/9397.short","https://scholar.google.com/scholar?cites=13873808811457851120&as_sdt=800005&sciodt=0,15&hl=en",11,"2019-06-17","","","","",,,,,177,16.09,35,5,11
148,"JA Dominov, L Stenzler, S Lee, JJ Schwarz…","Cytokinins and auxins control the expression of a gene in Nicotiana plumbaginifolia cells by feedback regulation.",1992,"The Plant …","Am Soc Plant Biol","http://www.plantcell.org/content/4/4/451.short","https://scholar.google.com/scholar?cites=11263693221815928187&as_sdt=800005&sciodt=0,15&hl=en",12,"2019-06-17","","","","",,,,,148,5.48,30,5,27
72,"D Khiem, JG Cyster, JJ Schwarz…","A p38 MAPK-MEF2C pathway regulates B-cell proliferation",2008,"Proceedings of the …","National Acad Sciences","https://www.pnas.org/content/105/44/17067.short","https://scholar.google.com/scholar?cites=17083704396161195234&as_sdt=800005&sciodt=0,15&hl=en",13,"2019-06-17","","","","",,,,,72,6.55,18,4,11
5,"…, A Asif, RK Keller, JJ Schwarz…","The hemoglobin homolog cytoglobin in smooth muscle inhibits apoptosis and regulates vascular remodeling",2017,"… , and vascular biology","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/ATVBAHA.117.309410","https://scholar.google.com/scholar?cites=13629666907179774627&as_sdt=800005&sciodt=0,15&hl=en",14,"2019-06-17","","","","",,,,,5,2.50,1,5,2
106,"…, JC Albring, O Nakagawa, JJ Schwarz…","Transcription factor Mef2c is required for B cell proliferation and survival after antigen receptor stimulation",2008,"Nature …","nature.com","https://www.nature.com/ni/journal/v9/n6/abs/ni.1609.html","https://scholar.google.com/scholar?cites=11291382385011502873&as_sdt=800005&sciodt=0,15&hl=en",15,"2019-06-17","","","","",,,,,106,9.64,21,5,11
0,"Y Wang, G Hu, F Liu, X Wang, M Wu, JJ Schwarz…","Deletion of YAP Specifically in Cardiac and Vascular Smooth Muscle Cells Reveals a Crucial",2014,"","","","",16,"2019-06-17","CITATION","","","",,,,,0,0.00,0,7,5
0,"Z Xu, JJ Schwarz, EJ Duh","Analysis of Myocyte Enhancer Factor 2C (MEF2C) Involvement in Retinal Vascularization in the Mouse Model of Oxygen-Induced Retinopathy",2011,"Investigative Ophthalmology & …","iovs.arvojournals.org","https://iovs.arvojournals.org/article.aspx?articleid=2356126","",17,"2019-06-17","","","","",,,,,0,0.00,0,3,8
0,"JJ Schwarz","Genetic and physical analysis of the bacteriophage P22 tail protein.",1989,"","elibrary.ru","https://elibrary.ru/item.asp?id=5954650","",18,"2019-06-17","","","","",,,,,0,0.00,0,1,30
