Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
278,"G Rindi, SG Grant, Y Yiangou, MA Ghatei, SR Bloom, VL Bautch, E Solcia, ...","Development of neuroendocrine tumors in the gastrointestinal tract of transgenic mice. Heterogeneity of hormone expression.",1990,"The American journal of pathology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7867415298655334799",1,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ib--f0AAAAAJ&pagesize=100&citation_for_view=ib--f0AAAAAJ:YFjsv_pBGBYC",136,6,1349,1349,278,9.59,35,8,29
254,"R Wang, R Clark, VL Bautch","Embryonic stem cell-derived cystic embryoid bodies form vascular channels: an in vitro model of blood vessel development",1992,"Development","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9012363339452898142",2,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ib--f0AAAAAJ&pagesize=100&citation_for_view=ib--f0AAAAAJ:ns9cj8rnVeAC",114,2,303,316,254,9.41,85,3,27
240,"JN Passman, XR Dong, SP Wu, CT Maguire, KA Hogan, VL Bautch, ...","A sonic hedgehog signaling domain in the arterial adventitia supports resident Sca1+ smooth muscle progenitor cells",2008,"Proceedings of the National Academy of Sciences","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2017784278555122735",3,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ib--f0AAAAAJ&pagesize=100&citation_for_view=ib--f0AAAAAJ:LkGwnXOMwfcC",105,27,9349,9354,240,21.82,34,7,11
234,"JB Kearney, NC Kappas, C Ellerstrom, FW DiPaola, VL Bautch","The VEGF receptor flt-1 (VEGFR-1) is a positive modulator of vascular sprout formation and branching morphogenesis",2004,"Blood","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11642560443775296234",4,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ib--f0AAAAAJ&pagesize=100&citation_for_view=ib--f0AAAAAJ:bFI3QPDXJZMC",103,12,4527,4535,234,15.60,47,5,15
214,"M Moser, O Binder, Y Wu, J Aitsebaomo, R Ren, C Bode, VL Bautch, ...","BMPER, a novel endothelial cell precursor-derived protein, antagonizes bone morphogenetic protein signaling and endothelial cell differentiation",2003,"Molecular and cellular biology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9401401598665677726",5,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ib--f0AAAAAJ&pagesize=100&citation_for_view=ib--f0AAAAAJ:35N4QoGY0k4C",23,16,5664,5679,214,13.38,27,8,16
198,"DM Roberts, JB Kearney, JH Johnson, MP Rosenberg, R Kumar, ...","The vascular endothelial growth factor (VEGF) receptor Flt-1 (VEGFR-1) modulates Flk-1 (VEGFR-2) signaling during blood vessel formation",2004,"The American journal of pathology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5546410227432462960",6,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ib--f0AAAAAJ&pagesize=100&citation_for_view=ib--f0AAAAAJ:_Qo2XoVZTnwC",164,5,1531,1535,198,13.20,33,6,15
195,"JC Chappell, SM Taylor, N Ferrara, VL Bautch","Local guidance of emerging vessel sprouts requires soluble Flt-1",2009,"Developmental cell","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9109537138222577461",7,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ib--f0AAAAAJ&pagesize=100&citation_for_view=ib--f0AAAAAJ:J_g5lzvAfSwC",17,3,377,386,195,19.50,49,4,10
191,"LA Robinson, C Nataraj, DW Thomas, DN Howell, R Griffiths, V Bautch, ...","A role for fractalkine and its receptor (CX3CR1) in cardiac allograft rejection",2000,"The Journal of Immunology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13273275755070588553",8,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ib--f0AAAAAJ&pagesize=100&citation_for_view=ib--f0AAAAAJ:OU6Ihb5iCvQC",165,11,6067,6072,191,10.05,27,7,19
190,"S Ramakrishnan, TA Olson, VL Bautch, D Mohanraj","Vascular endothelial growth factor-toxin conjugate specifically inhibits KDR/flk-1-positive endothelial cell proliferation in vitro and angiogenesis in vivo",1996,"Cancer research","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15337836763257346247",9,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ib--f0AAAAAJ&pagesize=100&citation_for_view=ib--f0AAAAAJ:8AbLer7MMksC",56,6,1324,1330,190,8.26,48,4,23
172,"JB Kearney, CA Ambler, KA Monaco, N Johnson, RG Rapoport, ...","Vascular endothelial growth factor receptor Flt-1 negatively regulates developmental blood vessel formation by modulating endothelial cell division",2002,"Blood","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10172475932134916110",10,"2019-05-15","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ib--f0AAAAAJ&pagesize=100&citation_for_view=ib--f0AAAAAJ:3s1wT3WcHBgC",99,7,2397,2407,172,10.12,29,6,17
