Cites,Authors,Year
4,"JC Álamo|GN Norwich|YJ Li|JC Lasheras|S Chien",2008
4,"JH Haga|R Kaunas|J Radeff-Huang|JM Weems|KD Estrada|S Chien",2008
4,"CP Chen|SC Chien",2008
4,"XW Wang|L Hu|Z Zeng|WJ Yao|JY Han|YY Zhang|XF Xu|YY Liu",2008
4,"J Wang|W Ka|D Sun|W Yao|Z Wen|S Chien",2006
4,S Chien,2004
4,"JYJ Shyy|YS Li|S Li|S Jalali|M Kim|S Usami|S Chien",1999
4,"YS Li|JYJ SHYY|S Chien",1995
4,"RG King|R Procyk|S Chien|B Blomback|AL Copley",1988
4,"KLP SUNG|GB SCHUESSLER|S CHIEN",1986
4,"R Schmukler|S Chien",1985
4,"RYZ Chen|FC Fan|RD Carlin|GB Schuessler|S Chien",1984
4,"DA Handley|CM Arbeeny|LD Witte|DWS Goodman|S Chien",1983
4,"JIM Drayer|RB Devereux|JL DeYoung|RL Letcher|S Chien",1983
4,"S Chien|KM Jan|S Usami",1975
4,"S Chien|S Usami|PM Scholz|JA Smith|JF Bertles",1974
4,"KM Jan|S Chien",1972
4,"RJ Dellenback|S Chien",1971
4,"RJ Dellenback|S Usami|S Chien",1971
4,"S Usami|S Chien|MI Gregersen",1970
4,"RJ Dellenback|S Chien",1969
4,"S Chien|S Usami",1965
3,"X Xie|X Dai|L Ni|B Chen|Z Luo|Y Yao|X Wu|H Li|S Huang",2018
3,"J Sun|L Lei|CM Tsai|Y Wang|Y Shi|M Ouyang|S Lu|J Seong|TJ Kim",2017
3,"P Jiang|P Zhang|R Mukthavaram|N Nomura|SC Pingle|D Teng",2016
3,"CH Tsai|CP Chen|MDT Chang|SJ Chang|SC Chien",2007
3,"SC Chien|CY Lo|MC Wei",2007
3,"Y Zhang|W Yao|Z Zeng|X Wang|D Sun|W Ka|S Zhou|D He|Z Wen",2007
3,"CP Chen|SC Chien",2007
3,"S Chien|CD Maynard",2001
3,"JY Shyy|G Jin|Y Li|S Chien",1997
3,"Y Zhao|R Skalak|S Chien",1997
3,"R Skalak|BA Skierczynski|S Usami|S Chien",1994
3,"LA Sung|YS Fan|K Lambert|V Fowler|S Chien|C Lin",1991
3,"CS LAY|YTE TSAI|CMAY YANG|HI CHEN|S SIMCHON|SHU CHIEN",1990
3,"TH Young|J Cuttner|R Meyer|S Chien",1990
3,"AA Kaperonis|S Chien",1989
3,"AA Kaperonis|S Chien",1988
3,S Chien,1987
3,S Chien,1986
3,"GW Schmid-Schönbein|R Skalak|S Chien",1986
3,"RB Devereux|DB Case|MH Alderman|TG PICKERING|J Lind",1984
3,"S Chien|JA Dormandy",1984
3,"AL Baldwin|S Chien",1983
3,"S Kim|S Chien",1983
3,"A Chabanel|KLP Sung|JT Prchal|J Palek|S Chien",1983
3,S Chien,1981
3,"DA Handley|CM Arbeeny|S Chien",1980
3,"AM Benis|S Usami|S Chien",1970
3,"MI GREGERSEN|C CHANG|DG SINCLAIR|S Chien|S USAMI|B PERIC",1963
3,"S Chien|C Pallavicini|LJ Cizek|MI Gregersen|V Temnikow",1962
2,"YC Li|SC Chien|SR Setlur|WD Lin|FJ Tsai|CC Lin",2015
2,"YL Lin|KT Chang|CT Lin|MJ Tsai|YA Tsai|YY Lee|SC Chien",2014
2,"YH Lin|CP Chen|TC Chen|CS Hsu|SY Chou|SC Chien",2011
2,"CP Chen|SC Chien",2009
2,"CC Wu|FC Su|YS Li|Y Wang|JJ Chiu|S Usami|S Chien",2008
2,"CP Chen|SC Chien|SR Chern|CY Tzen|W Wang",2007
2,"CC Hung|SC Chien|YN Su|JPS Chern|KH Lin|WL Lin",2006
2,S Chien,2003
2,"S Chien|JYJ Shyy",2002
2,S Chien,2001
2,"LA Sung|C Morello|S Chien",1993
2,"BA Skierczynski|R Skalak|S Chien",1993
2,"PT Chien|HJ Cheng|SJ Lin|KM Jan|MML Lee|S Chien",1990
2,"S Simchon|W MANGER|R CARLIN|KM Jan|T Brown|L Baer|S Chien",1988
2,"EK Hicks|JM Berg",1988
2,"TJ Starc|EA Schmalzer|S Chien",1987
2,S Chien,1987
2,"S Weinbaum|R Pfeffer|S Chien",1986
2,S Chien,1986
2,"S Chien|R DEVEREUAX|JH Laragh",1985
2,S Chien,1985
2,"HH Lipowsky|S Stemmer|S Usami|S Chien",1984
2,"S Chien|HH Lipowsky",1984
2,"DA Handley|S Chien|CM Arbeeny",1983
2,"AL Baldwin|S Chien",1983
2,"GW SCHMIDSCHOENBEIN|KLP Sung|S Chien",1981
2,"GW SCHMIDSCHOENBEIN|S Chien",1981
2,S Chien,1981
2,S Chien,1979
2,"GW SCHMIDSCHOENBEIN|Y Shih|S Chien|S Usami",1979
2,"KLP Sung|H TOZEREN|R SKALAK|S CHIEN",1979
2,"S Chien|S Usami|KM Jan|S Weinbaum|CG Caro",1978
2,S Chien,1977
2,"JI Meltzer|HJ Keim|JE Sealey|KM JAN|S CHIEN|JH LARAGH",1976
2,"RJ Dellenback|S Chien",1971
2,HL Goldsmith,1971
2,"S Usami|S Chien",1969
2,"RJ Dellenback|S Chien|S Usami|RT Potter|MI Gregersen",1966
2,"S Chien|S Billig",1960
1,"JY Jung|SE Naleway|YN Maker|KY Kang|J Lee|J Ha|SS Hur|S Chien",2019
1,"H Shin|JH Haga|T Kosawada|K Kimura|YS Li|S Chien",2019
1,"Q Peng|S Lu|Y Shi|Y Pan|P Limsakul|AV Chernov|J Qiu|X Chai|Y Shi",2018
1,"DA Brafman|K Willert|S Chien",2017
1,"YL Hu|SS Hur|L Lei|Y Wang|S Chien",2017
1,"JH Haga|S Chien|M Mui|MJ Levesque|PD Pham",2016
1,"BJ Chen|SY Huang|KY Pan|XL Dai|CW Li|XQ Liu|Y Lu|X Xie|X Wu",2016
1,"KC Wang|P Nguyen|E Limqueco|YS Li|S Chien",2015
1,"KC Wang|P Nguyen|A Weiss|YT Yeh|HS Chien|A Lee|D Teng",2014
1,"K Osterday|T Chew|P Loury|J Haga|M Gómez-González|JC del Alamo",2013
1,"Z Chen|S Huang|Y Li|A Xu",2013
1,S Chien,2012
1,"LJ Chen|B Sun|H Xue|LL Zhao",2010
1,"SS Hur|YS Li|JS Park|YL Hu|S Chien",2010
1,"J Zhou|PL Lee|CI Lee|TL Yang|S Chien|JJ Chiu",2010
1,"C Lih|Y Li|L Trinh|S Chien|X Wu|W Liu|PM Williams",2009
1,S Chien,2008
1,"S Chien|A Yoganathan|VC Mow",2008
1,"IA Buyanova|WM Chen|CW Tu",2008
1,"JJ Chiu|S Usami|S Chien",2008
1,"JH Haga|YSJ Li|S Chien",2008
1,"CY Lin|CP Chen|HH Lin|SC Chien|CY Hsu",2007
1,S Chien,2007
1,"YX Wang|E Botvinick|YH Zhao|M Berns|S Usami|RY Tsien|S Chien",2005
1,"SC Chien|SN Chow|LW Koh",2004
1,"C Kuang-chung|SL Amy",2004
1,"NP Wang|H Miao|SL Yuan|N Phu|YS Li|S Chien",2004
1,"L Zeng|Y Zhang|S Chien|X Liu|JYJ Shyy",2003
1,"S Chien|JYJ Shyy",2001
1,"K Lin|JYJ Shyy|S Chien",1999
1,"PJ Butler|G Norwich|S Weinbaum|S Chien",1999
1,"RM Schinagl|MS Kurtis|S Chien|RLY Sah",1998
1,"SJT Mao|JCH Wu|TJ Sun|JH Lin|CS Lin|PC Yang|R Chu|JYJ Shyy",1998
1,"WM Chen|IA Buyanova|WG Bi|CW Tu",1997
1,"S Li|MS Kim|S Chien",1996
1,"JY Shyy|S Chien",1996
1,"G Jin|JY Shyy|YS Li|S Chien",1996
1,"SM Kim|S Jalali|JYJ Shyy|S Chien",1996
1,"YL Hu|S Chien",1995
1,"YJ Shyy|YS Li|MC Lin|S Chien",1995
1,S Chien,1995
1,"S Usami|SL Wung|S Chien",1995
1,"JYJ SHYY|YJ LU|W Chen|MC LIN|S Chien",1994
1,"S Usami|SL WUNG|R Skalak|S Chien",1993
1,"C Galbraith|T Deerinck|M Ellisman|R Skalak|S Chien",1993
1,"BA Skierczynski|R Skalak|S Usami|S Chien",1993
1,"BA Skierczynski|S Usami|S Chien|R Skalak",1993
1,"AA Kaperonis|RG King|JA Smith|S Chien",1989
1,"CS Lay|CM Yang|YT Tsai|HI Chen|S Simchon|S Chien",1989
1,"GW Schmid-Schönbein|S Chien",1988
1,"S Weinbaum|R Pfeffer|S Chien",1988
1,"EA Schmalzer|M THAOCHAN|S Chien",1987
1,"D Mathews|P LaSala|S Chien",1986
1,"M VAYO|R SKALAK|P BRUNN|S CHIEN",1985
1,"G APPEL|C BLUM|S CHIEN|C KUNIS|A APPEL",1984
1,"KLP SUNG|F CHEN|SE BERNSTEIN|LPA SUNG|S CHIEN",1984
1,S Chien,1984
1,"A Chabanel|RE Abbott|S Chien|D Schachter",1984
1,LA Sung,1984
1,"KM Muraszko|RYZ CHEN|RD CARLIN|JL ANTUNES|S Chien",1983
1,"HH Lipowsky|JC FIRRELL|S Usami|S Chien",1983
1,S Chien,1983
1,"R Chen|F Fan|G Schuessler|S Chien",1982
1,"YJ Shyy|S Usami|S Chien|HJ Hsieh",1982
1,S Chien,1982
1,"CY Liu|S Chien|HL Nossel|DA Handley",1982
1,"DA HANDLEY|S Chien",1981
1,"DA Handley|S Chien|DS Goodman|LD Witte",1981
1,"RL Letcher|TG Pickering|S Chien|JH Laragh",1978
1,"RL Letcher|TG PICKERING|S Chien|JH Laragh",1978
1,"HH Lipowsky|S Usami|S Chien",1978
1,"S Chien|KL Paulsung|R Skalak|A TOZEREN",1978
1,"R Skalak|PR Zarda|S Chien",1978
1,"S Usami|RG King|S Chien|R Skalak|CR Huang|AL Copley",1975
1,"K JAN|S Chien|S Usami|JT BIGGER",1974
1,"PM Scholz|S Chien|FE Gump|JH Karis|JM Kinney",1974
1,"GVF SEAMAN|S Chien",1973
1,"S Chien|S Usami|JF Bertles",1969
1,"S Usami|S Chien|DELLENBA. RJ|GREGERSE. MI",1968
1,"RJ Dellenback|S Chien|S Usami|GREGERSE. MI",1967
1,"S Chien|S Usami",1962
1,"S Chien|B Hitzig",1960
1,S Chien,1958
622,"A Coxon|P Rieu|FJ Barkalow|S Askari|AH Sharpe",1996
506,"J Oliner|H Min|J Leal|D Yu|S Rao|E You|X Tang",2004
309,"A Polverino|A Coxon|C Starnes|Z Diaz|T DeMelfi",2006
295,"T Burgess|A Coxon|S Meyer|J Sun|K Rex|T Tsuruda",2006
242,"SG Soriano|A Coxon|YF Wang|MP Frosch",1999
219,"BL Falcón|H Hashizume|P Koumoutsakos",2009
216,"H Hashizume|BL Falcón|T Kuroda|P Baluk|A Coxon",2010
208,"J Yan|V Větvička|Y Xia|A Coxon",1999
179,"A Coxon|T Tang|TN Mayadas",1999
175,"A Coxon|X Cullere|S Knight|S Sethi|MW Wakelin",2001
164,"MS Gordon|CJ Sweeney|DS Mendelson",2010
142,"HT Jun|J Sun|K Rex|R Radinsky|R Kendall",2007
135,"AM Sinclair|A Coxon|I McCaffery|S Kaufman",2010
134,"SF Bellon|P Kaplan-Lefko|Y Yang|Y Zhang",2008
133,"A Coxon|K Maundrell|SE Kearsey",1992
128,"MH Potashman|J Bready|A Coxon",2007
123,"A Coxon|J Bready|H Min|S Kaufman|J Leal",2010
120,"TL Burgess|J Sun|S Meyer|TS Tsuruda|J Sun",2010
120,"AR Rosenkranz|A Coxon|M Maurer",1998
109,"ZM Dong|JC Gutierrez-Ramos",1997
97,"BL Hodous|SD Geuns-Meyer|PE Hughes",2007
98,"PJ Kaplan-Lefko|JD Graves|SJ Zoog",2010
92,"TH Bestor|A Coxon",1993
89,"A Coxon|B Bolon|J Estrada|S Kaufman",2002
84,"IJ Davis|AW McFadden|Y Zhang|A Coxon",2010
74,"JC Harmange|MM Weiss|J Germain",2008
76,"G Athauda|A Giubellino|JA Coleman|C Horak",2006
71,"ND D'Angelo|SF Bellon|SK Booker",2008
68,"Y Zhang|PJ Kaplan-Lefko|K Rex|Y Yang|J Moriguchi",2008
64,"DS La|J Belzile|JV Bready|A Coxon",2008
52,"A Coxon|T Bush|D Saffran|S Kaufman",2009
50,"TL Burgess|A Coxon|LL Green|K Zhang",2013
50,"K Rex|S Jeffries|ML Brown|T Carlson|A Coxon",2013
48,"DJ Gustin|Y Li|ML Brown|X Min|MJ Schmitt",2013
42,"VJ Cee|BK Albrecht|S Geuns-Meyer",2007
41,"CF Gao|Q Xie|YW Zhang|Y Su|P Zhao|B Cao",2009
41,"MM Weiss|JC Harmange|AJ Polverino",2008
42,"VJ Cee|AC Cheng|K Romero|S Bellon|C Mohr",2009
40,"J Canon|R Bryant|M Roudier|T Osgood|J Jones",2010
36,"J Canon|T Osgood|SH Olson|AY Saiki",2015
36,"EH van der Horst|BT Frank|L Chinn|A Coxon|S Li",2008
31,"A Coxon|TH Bestor",1995
28,"JD Oliner|J Bready|L Nguyen",2012
27,"PE Hughes|K Rex|S Caenepeel|Y Yang",2016
24,"C Dominguez|L Smith|Q Huang|C Yuan",2007
22,"L Zhang|S Virani|Y Zhang|MS Bhojani",2011
21,"TJ Kruser|DL Wheeler|EA Armstrong|M Iida",2010
24,"H Zheng|Y Bae|S Kasimir-Bauer|R Tang|J Chen",2017
19,"D Bauer|DA Whittington|A Coxon|J Bready",2008
18,"A Coxon|B Ziegler|S Kaufman",2012
19,"X Wang|AJ Bullock|L Zhang|L Wei|D Yu",2014
19,"TL Burgess|A Coxon|I Dussault",2011
15,"A Coxon|K Rex|S Meyer|J Sun|J Sun|Q Chen",2009
13,"I Dussault|P Kaplan-Lefko|HT Jun|A Coxon",2006
11,"AA Boezio|KW Copeland|K Rex|B K. Albrecht",2016
16,"SL Ross|M Sherman|PL McElroy|JA Lofgren",2017
11,"C de Zafra|M Balazs|F Fajardo|L Liang|W Zhong",2017
20,"S Caenepeel|SP Brown|B Belmontes|G Moody",2018
10,"Z Du|S Caenepeel|Y Shen|K Rex|Y Zhang",2016
11,"S Caenepeel|K Cooke|S Wadsworth|G Huang",2017
11,"SR Caenepeel|B Belmontes|J Sun|A Coxon",2017
8,"K Rex|XZ Lewis|S Gobalakrishnan|C Glaus",2013
7,"A Coxon|K Rex|JR Sun|T Osgood|J Leal|S Kaufman",2008
6,"PE Hughes|Y Yang|K Rex|Y Zhang|PJ Kaplan-Lefko",2014
6,"S Jeffries|ML Brown|T Carlson|A Coxon|F Fajardo",2013
5,"P Kaplan-Lefko|T Bush|B Belmontes|J Moriguchi",2008
7,"G Lorenczewski|M Friedrich|R Kischel|C Dahlhoff",2017
4,"CNAM van den Heuvel|AC Navis|T de Bitter",2017
4,"P Kaplan-Lefko|Y Gan|J Huard|M Colloton|S Zoog",2007
4,"S Kaufman|C Starnes|A Coxon|V Patel|A Tasker",2006
3,"J Canon|R Bryant|R Miller",2008
3,"M Boedighiemer|DJ Freeman|D Fitzpatrick|M Damore",2005
4,"V Nangia|FM Siddiqui|S Caenepeel|D Timonina",2018
4,"A Goyos|CM Li|P Deegen|P Bogner|O Thomas",2017
3,"CO Starnes|A Coxon|S Scully|D Freeman|V Patel",2006
3,"TL Arvedson|M Balazs|P Bogner|K Black|K Graham",2017
2,"A Coxon|K Rex|J Sun|J Moriguchi|J Malella|M Ma",2008
2,"O Kalous|D Conklin|K Manivong|W Wayne",2016
2,"Y Zhang|P Kaplan-Lefko|K Rex|Y Yang|J Moriguchi",2007
2,"A Coxon|J Bready|P Hughes|J Estrada|L Wang",2007
1,"A Coxon|A Sinclair|I Archibeque|J Estrada",2007
1,"A Coxon|AA Chabot|SC Lougheed|JA Dávila",2012
1,"S Bellon|P Kaplan-Lefko|Y Zhang|Y Yang",2007
1,"A Coxon|C Starnes|J Bready|J Estrada|S Kaufman",2006
1,"B Ziegler|S Kaufman|M Xu|H Wang|D Weischun",2010
1,"JV Bready|K Lee|R Jacobsen|K Graham|J Estrada",2014
1,"TL Arvedson|L Tran|SL Ross|S Yoder|A Hertz",2012
1,"M Payton|T Jun|W Wayne|D Yu|R Manoukian",2014
1,"A Coxon|P Kaplan-Lefko",2012
1,"A Coxon|T Bush|B Belmontes|D Saffran",2007
1,"K Cheung|G Juan|W Wayne|K Hanestad|K Keegan",2013
1,"S Caenepeel|E Cajulis|R Kendall|A Coxon|P Hughes",2013
1,"A Coxon|B Bolon|J Estrada|S Kaufman",2001
1,"B Mattson|J Moriguchi|HT Jun|A Coxon|D Cordover",2014
1,"J Estrada|S Kaufman|E Hurh|D Freeman|R Kendall",2009
1,"SR Caenepeel|T Osgood|B Belmontes|J Sun",2018
1,"AN Hata|FM Siddiqui|M Gomez-Caraballo|SJ Bilton",2017
1,"B Belmontes|SR Caenepeel|J Sun|D Chui|A Coxon",2018
117,"WL Murfee|TC Skalak|SM Peirce",2005
69,"EJ Van Gieson|WL Murfee|TC Skalak",2003
56,"WL Murfee|LA Hammett|C Evans|L Xie",2005
62,"BA Corliss|MS Azimi|JM Munson|SM Peirce",2016
59,"WL Murfee|MR Rehorn|SM Peirce",2006
51,"MR Kelly‐Goss|RS Sweat|PC Stapor",2014
43,"PC Stapor|MS Azimi|T Ahsan",2012
36,"WL Murfee|JW Rappleye|M Ceballos",2007
33,"AC Taylor|WL Murfee|SM Peirce",2007
30,"RS Sweat|PC Stapor|WL Murfee",2012
30,"KW Binder|WL Murfee|J Song|MH Laughlin",2007
27,"WL Murfee|GW Schmid‐Schönbein",2008
25,"TB Phamduy|RS Sweat|MS Azimi|ME Burow",2015
24,"PC Stapor|WL Murfee",2012
25,"RS Sweat|DC Sloas|WL Murfee",2014
22,"O Forouzan|JM Burns|JL Robichaux|WL Murfee",2011
19,"JL Robichaux|E Tanno|JW Rappleye",2010
21,"ED Tran|M Yang|A Chen|FA DeLano",2011
16,"M Yang|PC Stapor|SM Peirce|AM Betancourt",2012
16,"M Yang|M Aragon|WL Murfee",2011
14,"PC Stapor|WL Murfee",2012
12,"MS Azimi|L Myers|M Lacey|SA Stewart|Q Shi",2015
11,"MR Kelly-Goss|ER Winterer",2012
10,"PC Stapor|W Wang|WL Murfee",2011
11,"HE Burks|TB Phamduy|MS Azimi",2016
10,"RS Sweat|DC Sloas|SA Stewart",2016
8,"WL Murfee|EJ Van Gieson|RJ Price",2004
6,"M Yang|WL Murfee",2012
6,"JM Motherwell|MS Azimi|K Spicer|NG Alves",2017
5,"BT Vinson|TB Phamduy|J Shipman|B Riggs",2017
4,"WL Murfee|RS Sweat|K Tsubota",2015
3,"MS Azimi|M Lacey|D Mondal|WL Murfee",2016
3,"DC Sloas|SA Stewart|RS Sweat",2016
2,"NA Hodges|AD Suarez-Martinez",2018
2,WL Murfee,2015
2,"MS Azimi|JM Motherwell|WL Murfee",2017
2,"JM Motherwell|CR Anderson|WL Murfee",2018
1,"AD Suarez-Martinez|S Bierschenk|K Huang",2018
2,"VN Sure|SSVP Sakamuri|JA Sperling|WR Evans",2018
1,"RS Sweat|MS Azimi|AD Suarez‐Martinez",2016
1,"AD Suarez‐Martinez|SM Peirce|BE Isakson",2018
1,"WL Murfee|SM Peirce",2017
1,"JW Breslin|Y Yang|JP Scallan",2018
743,"SA Steitz|MY Speer|G Curinga|HY Yang|P Haynes|R Aebersold",2001
420,"SA Steitz|MY Speer|MD McKee|L Liaw|M Almeida|H Yang",2002
409,"MY Speer|HY Yang|T Brabb|E Leaf|A Look|WL Lin|A Frutkin|D Dichek",2009
330,"MY Speer|MD McKee|RE Guldberg|L Liaw|HY Yang|E Tung",2002
322,"CM Giachelli|MY Speer|X Li|RM Rajachar|H Yang",2005
237,"MY Speer|CM Giachelli",2004
194,"KA Lindstedt|Y Wang|N Shiota|J Saarinen|M HYYTIÄINEN",2001
139,"AT Nguyen|D Gomez|RD Bell|JH Campbell|AW Clowes|G Gabbiani",2013
131,"M Rattazzi|BJ Bennett|F Bea|EA Kirk|JL Ricks|M Speer|SM Schwartz",2005
128,"MJ Leskinen|KA Lindstedt|Y Wang|PT Kovanen",2003
111,"MY Speer|X Li|PG Hiremath|CM Giachelli",2010
111,"MY Speer|YC Chien|M Quan|HY Yang|H Vali|MD McKee|CM Giachelli",2005
111,"M Leskinen|Y Wang|D Leszczynski|KA Lindstedt|PT Kovanen",2001
86,"V Naik|EM Leaf|JH Hu|HY Yang|NB Nguyen|CM Giachelli|MY Speer",2012
77,"MJ Leskinen|HM Heikkilä|MY Speer|JK Hakala|M Laine|PT Kovanen",2006
72,"S Lätti|M Leskinen|N Shiota|Y Wang|PT Kovanen|KA Lindstedt",2003
69,"Y Wang|N Shiota|MJ Leskinen|KA Lindstedt|PT Kovanen",2001
53,"KP Metsärinne|P Vehmaan-Kreula|PT Kovanen|O Saijonmaa",2002
52,"X Li|MY Speer|H Yang|J Bergen|CM Giachelli",2010
50,"Y Wang|PT Kovanen",1999
47,"Y Wang|KA Lindstedt|PT Kovanen",1995
43,"MH Festing|MY Speer|HY Yang|CM Giachelli",2009
38,"ME Lin|T Chen|EM Leaf|MY Speer|CM Giachelli",2015
38,"N Nguyen|V Naik|MY Speer",2013
36,"MC Wallingford|JJ Chia|EM Leaf|S Borgeia|NW Chavkin",2017
36,"PJ Ahmad|D Trcka|S Xue|C Franco|MY Speer|CM Giachelli",2009
26,"AL Durham|MY Speer|M Scatena|CM Giachelli|CM Shanahan",2018
22,"ME Lin|TM Chen|MC Wallingford|NB Nguyen|S Yamada",2016
8,"Y Wang|KA Lindstedt|PT Kovanen",1996
3,MY Speer,2011
2,"S Yamada|EM Leaf|JJ Chia|TC Cox|MY Speer|CM Giachelli",2018
2,"M Scatena|MF Jackson|MY Speer|EM Leaf|MC Wallingford",2018
2,"CM Giachelli|MY Speer",2017
2,"MY Speer|MD McKee|RE Guldberg|L Liaw|G Karsenty|HY Yang",2002
1,"MY Speer|YC Chien|M Quan|MD McKee|CM Giachelli",2004
1,"MY Speer|CM Giachelli",2004
447,"L Robb|R Li|L Hartley|HH Nandurkar|F Koentgen|CG Begley",1998
176,"KM Dwyer|SC Robson|HH Nandurkar|DJ Campbell|H Gock",2004
157,"JM Dyson|CJ O'Malley|J Becanovic|AD Munday|MC Berndt|ID Coghill",2001
140,"HH Nandurkar|L Robb|D Tarlinton|L Barnett|F Köntgen|CG Begley",1997
131,"H Tran|J Joseph|L Young|S McRae|J Curnow|H Nandurkar|P Wood",2014
129,"S Kamel|L Horton|L Ysebaert|M Levade|K Burbury|S Tan",2015
119,"AJ Boyle|R Whitbourn|S Schlicht|H Krum|A Kocher|H Nandurkar",2006
94,"HH Nandurkar|DJ Hilton|P Nathan|T Willson|N Nicola|CG Begley",1996
91,"V Manitta|R Zordan|M Cole-Sinclair|H Nandurkar|J Philip",2011
87,"JC Roussel|CJ Moran|EJ Salvaris|HH Nandurkar|AJF d'Apice",2008
87,"HH Nandurkar|M Layton|J Laporte|C Selan|L Corcoran|KK Caldwell",2003
77,"S Crikis|B Lu|LM Murray‐Segal|C Selan|SC Robson|AJF D’apice",2010
75,"T Gainsford|H Nandurkar|D Metcalf|L Robb|CG Begley|WS Alexander",2000
72,"LM Ooms|CG Fedele|MV Astle|I Ivetac|V Cheung|RB Pearson",2006
72,"ID Coghill|S Brown|DL Cottle|MJ McGrath|PA Robinson|HH Nandurkar",2003
67,"WS Alexander|EM Viney|JG Zhang|D Metcalf|M Kauppi|CD Hyland",2006
63,"A Straub|S Krajewski|JD Hohmann|E Westein|F Jia|N Bassler|C Selan",2011
61,"S Kamel|S O'Connor|N Lee|R Filshie|H Nandurkar|CS Tam",2010
61,"JC Whisstock|S Romero|R Gurung|H Nandurkar|LM Ooms",2000
60,"KM Dwyer|TB Mysore|S Crikis|SC Robson|H Nandurkar|PJ Cowan",2006
58,"AM Kong|KA Horan|A Sriratana|CG Bailey|LJ Collyer|HH Nandurkar",2006
54,"JM Dyson|AD Munday|AM Kong|RD Huysmans|M Matzaris|MJ Layton",2003
50,"A Meretoja|L Churilov|BCV Campbell|RI Aviv|N Yassi|C Barras",2014
45,"JD Hohmann|X Wang|S Krajewski|C Selan|CA Haller|A Straub",2013
42,"HH Nandurkar|KK Caldwell|JC Whisstock|MJ Layton|EA Gaudet",2001
34,"RN MacKinnon|C Selan|M Wall|E Baker|H Nandurkar|LJ Campbell",2010
34,"MJ Naughtin|DA Sheffield|P Rahman|WE Hughes|R Gurung|JL Stow",2010
32,"HH Nandurkar|L Robb|CG Begley",1998
29,"S Crikis|XM Zhang|S Dezfouli|KM Dwyer|LM Murray‐Segal|E Salvaris",2010
27,"KL Scarff|KS Ung|H Nandurkar|PJ Crack|CH Bird|PI Bird",2004
24,"EJ Favaloro|T Browning|H Nandurkar",1993
22,"U Suter|C Sewry|H Tronchere|C Wallgren-Pettersson|MJ Wishart",2004
21,"HH Nandurkar|R Huysmans",2002
20,"ZS Valaydon|P Lee|GL Dale|AS Januszewski|KG Rowley|H Nandurkar",2009
20,"Y Xiao|JYC Chia|JE Gajewski|DSS Lio|TD Mulhern|HJ Zhu",2007
18,"KB Morrisroe|W Stevens|H Nandurkar|D Prior|V Thakkar|J Roddy",2014
17,"M Ziegler|JD Hohmann|AK Searle|MK Abraham|HH Nandurkar",2017
17,"M Nikpour|W Stevens|SM Proudman|R Buchbinder|D Prior|J Zochling",2013
15,"XL Tan|C Tam|R McKellar|H Nandurkar|A Bazargan",2013
14,"Y Xu|ND Huntington|KW Harder|H Nandurkar|ML Hibbs|DM Tarlinton",2012
13,"K Chaiwatanatorn|G Stamaratis|K Opeskin|F Firkin|H Nandurkar",2009
12,"R Zordan|V Manitta|H Nandurkar|M Cole‐Sinclair|J Philip",2014
12,"HH Nandurkar|L Robb|JK Nicholl|DJ Hilton|GR Sutherland|CG Begley",1997
11,"A Holwell|JL McKenzie|M Holmes|R Woods|H Nandurkar|CS Tam",2014
11,"RN MacKinnon|C Selan|A Zordan|M Wall|H Nandurkar|LJ Campbell",2012
10,"KL Chan|R Filshie|H Nandurkar|H Quach",2015
10,"E Janus|A Bassi|D Jackson|H Nandurkar|M Yates",2011
9,"M Sashindranath|KM Dwyer|S Dezfouli|C Selan|S Crikis|B Lu|Y Yuan",2017
9,"GTC Moore|SJ Brown|AC Winterhalter|M Lust|EJ Salvaris|C Selan",2008
8,"P Ho|HY Lim|CC Chua|M Sleeman|M Tacey|G Donnan|H Nandurkar",2016
8,"M Ku|M Wall|RN MacKinnon|CR Walkley|LE Purton|C Tam|D Izon",2015
8,"PA McKelvie|S Oon|E Romas|H Nandurkar|CS Tam",2012
8,"CL Scott|L Robb|HH Nandurkar|R Mansfield|WS Alexander|CG Begley",2001
7,"HY Lim|C Ng|G Donnan|H Nandurkar|P Ho",2016
6,"J Rigano|C Ng|H Nandurkar|P Ho",2018
6,"A Calderone|W Stevens|D Prior|H Nandurkar|E Gabbay|SM Proudman",2016
6,"F Firkin|H Nandurkar",2009
5,"KJ Robson|D Clucas|R Filshie|H Nandurkar",2017
5,"J Ong|D Yeung|R Filshie|TP Hughes|H Nandurkar",2015
5,"H Nandurkar|B Chong|H Salem|A Gallus|V Ferro|R McKinnon",2014
5,"SR Dewamitta|MR Russell|H Nandurkar|CR Walkley",2013
5,"EJ Favaloro|T Browning|H Nandurkar|M Sartor|KF Bradstock|J Koutts",1995
4,"HY Lim|H Nandurkar|P Ho",2018
4,"CC Chua|HY Lim|M Tacey|H Nandurkar|P Ho",2017
4,"P Ho|C Ng|J Rigano|M Tacey|C Smith|G Donnan|H Nandurkar",2017
4,"RJ Brazilek|FJ Tovar-Lopez|AKT Wong|H Tran|AS Davis|JD McFadyen",2017
3,"HY Lim|CC Chua|M Tacey|M Sleeman|G Donnan|H Nandurkar|P Ho",2017
2,"HY Lim|C Ng|J Rigano|M Tacey|G Donnan|H Nandurkar|P Ho",2018
2,"AN Samudra|KM Dwyer|C Selan|S Freddi|L Murray-Segal|M Nikpour",2018
